V_delta_l2_vs_reference,V_exact_match_vs_reference,V_finite_fraction,V_mean,V_p01,V_p99,V_parameter_count,V_relative_delta_l2_vs_reference,V_std,V_weights_finite,chunk_size,dv_dy_penalty_rmse,foc_d_rmse,foc_g_rmse,folder,has_rd_control,history_best_loss_FOC_d,history_best_loss_FOC_g,history_best_loss_dv_dY,history_best_loss_v,history_final_loss_FOC_d,history_final_loss_FOC_g,history_final_loss_dv_dY,history_final_loss_v,history_initial_loss_FOC_d,history_initial_loss_FOC_g,history_initial_loss_dv_dY,history_initial_loss_v,history_last_step,history_rows,i_d_delta_l2_vs_reference,i_d_exact_match_vs_reference,i_d_finite_fraction,i_d_mean,i_d_p01,i_d_p99,i_d_parameter_count,i_d_relative_delta_l2_vs_reference,i_d_std,i_d_weights_finite,i_g_delta_l2_vs_reference,i_g_exact_match_vs_reference,i_g_finite_fraction,i_g_mean,i_g_p01,i_g_p99,i_g_parameter_count,i_g_relative_delta_l2_vs_reference,i_g_std,i_g_weights_finite,pde_rmse,sample_size,stage
0.5988413687004932,0,1.0,3.726888673787471,2.6082609415054323,4.8891323089599625,3997,0.021660530514664333,0.5442705789121284,1,1024,2.047819034345366e-06,0.00017170008504763246,0.00018489827562007122,"/project/lhansen/Cap_damage/TwoStageTechJump_FOCIr_orignal/output_001/OneTechJump_Pi_1p0_TechIntensityScale_1p0_LR_warmup_cosine_10e-6,40e-4_128_neurons_32_#HiddenLayer_4_num_iterations1000000",0,2.82277e-05,3.05824e-05,1e-07,0.000861208,3.06165e-05,3.17649e-05,1e-07,0.00127047,6.24819e-05,4.9077e-05,1e-07,0.00152985,999000,1000,56.538782800054534,0,1.0,0.05430982336110901,0.04226100444793701,0.08885535001754767,3997,0.5738092870166325,0.012043594032509748,1,55.12490246750887,0,1.0,0.1576663427258609,0.0918027102947235,0.27545441985130314,3997,0.5003408390679076,0.04851831080066188,1,0.001385590701829642,4096,PostDamagePostTech
0.5444087567935514,0,1.0,3.5908521646633744,2.60021493434906,4.345717215538025,3961,0.020204132076474677,0.476626566899828,1,1024,1.733460592845404e-07,0.00011920888027816545,0.00012947105278726667,"/project/lhansen/Cap_damage/TwoStageTechJump_FOCIr_orignal/output_001/OneTechJump_Pi_1p0_TechIntensityScale_1p0_LR_warmup_cosine_10e-6,40e-4_128_neurons_32_#HiddenLayer_4_num_iterations1000000",0,1.41628e-05,1.46178e-05,1.00056e-07,0.00191509,1.92843e-05,1.60716e-05,2.36966e-07,0.00215734,0.00128173,0.00115842,1.29898e-07,0.00638542,999000,1000,72.23407402610158,0,1.0,0.05277426406973973,0.042540305852890016,0.08692087829113009,3961,0.9400643687245844,0.011348956566905087,1,53.190870481332176,0,1.0,0.1565195688745007,0.08991345167160034,0.274775168299675,3961,0.5766951685613929,0.04947222702496131,1,0.0021368831512518227,4096,PreDamagePostTech
0.0,1,1.0,3.7203377288533375,2.610795795917511,4.868520855903626,3997,0.0,0.5367683368950877,1,1024,1.0000001537946446e-07,6.220141131052515e-05,5.9709776905947365e-05,"/project/lhansen/Cap_damage/TwoStageTechJump_FOCIr_orignal/output_001/TwoStageTech_LR_warmup_cosine_10e-6,10e-4_128_neurons_32_#HiddenLayer_4_num_iterations1000000",0,2.93533e-05,3.15138e-05,1e-07,0.00100112,4.15301e-05,3.5316e-05,1e-07,0.00118037,0.000641498,0.000636944,1e-07,0.00254696,999000,1000,0.0,1,1.0,0.05351246525242459,0.04025244414806366,0.08948863744735717,3997,0.0,0.012963138181203015,1,0.0,1,1.0,0.1555359980557114,0.09347152709960938,0.257356059551239,3997,0.0,0.04386783629181422,1,0.0015666756953578442,4096,PostDamagePostTech
0.0,1,1.0,3.5846605370170437,2.6083968043327332,4.354935550689698,3961,0.0,0.4746648410904274,1,1024,1.2385977044004903e-07,0.0012639517663046718,0.0011654481349978596,"/project/lhansen/Cap_damage/TwoStageTechJump_FOCIr_orignal/output_001/TwoStageTech_LR_warmup_cosine_10e-6,10e-4_128_neurons_32_#HiddenLayer_4_num_iterations1000000",0,1.61544e-05,1.44681e-05,1.00029e-07,0.00192582,2.02328e-05,1.69947e-05,1.44681e-07,0.00218087,0.00108588,0.00103173,4.29544e-05,0.084154,999000,1000,0.0,1,1.0,0.05247113404038828,0.04001352787017822,0.08706926107406616,3961,0.0,0.012274425259635098,1,0.0,1,1.0,0.15469864080660045,0.09210563600063323,0.258245000243187,3961,0.0,0.045211691617456876,1,0.0022471047122962773,4096,PreDamagePostTech
